date,product_id,product_name,category,sub_category,cost_price,base_msrp,current_price,discount_pct,is_promotion,competitor_1_price,competitor_2_price,competitor_3_price,comp_avg_price,comp_min_price,price_diff_vs_comp_avg,price_ratio_vs_min,product_rating,rating_count,units_sold,revenue,gross_profit,profit_margin_pct,stock_level,stockout_flag,day_of_week,month,is_weekend,is_holiday,macro_economic_index,sales_channel
2025-03-23,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,139.04,7.3,0,142.95,144.34,139.16,142.15,139.16,-3.11,0.9991,4.4,2150,40,5561.6,2561.6,46.06,600,0,Sunday,3,1,0,105.28,Mobile App
2025-03-23,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,37.87,5.3,0,39.17,39.47,39.18,39.27,39.17,-1.4,0.9668,4.8,4320,36,1363.32,859.32,63.03,1200,0,Sunday,3,1,0,105.28,Direct Web Store
2025-03-23,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,49.39,1.2,0,50.9,49.58,50.06,50.18,49.58,-0.79,0.9962,4.5,3100,37,1827.43,1013.43,55.46,850,0,Sunday,3,1,0,105.28,Amazon Marketplace
2025-03-23,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,64.74,7.5,0,72.2,63.14,65.14,66.83,63.14,-2.09,1.0253,4.3,640,50,3237.0,1837.0,56.75,520,0,Sunday,3,1,0,105.28,Mobile App
2025-03-23,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,42.79,4.9,0,46.91,48.34,40.01,45.09,40.01,-2.3,1.0695,4.7,1820,36,1540.44,964.44,62.61,940,0,Sunday,3,1,0,105.28,Direct Web Store
2025-03-23,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,51.75,5.9,0,57.6,53.78,59.81,57.06,53.78,-5.31,0.9623,4.5,510,44,2277.0,1309.0,57.49,410,0,Sunday,3,1,0,105.28,Direct Web Store
2025-03-23,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,113.39,5.5,0,121.81,119.53,123.38,121.57,119.53,-8.18,0.9486,4.6,980,50,5669.5,3269.5,57.67,310,1,Sunday,3,1,0,105.28,Mobile App
2025-03-23,PROD_HOME_001,ChefMaster 8-in-1 Digital Air Fryer & Roaster 6Qt,Home & Kitchen,Kitchen Appliances,45.0,99.99,98.99,1.0,0,102.78,110.36,95.32,102.82,95.32,-3.83,1.0385,4.7,3450,35,3464.65,1889.65,54.54,390,0,Sunday,3,1,0,105.28,Direct Web Store
2025-03-23,PROD_HOME_002,BaristaTouch 15-Bar Espresso & Cappuccino Machine,Home & Kitchen,Coffee Machines,95.0,189.99,188.09,1.0,0,191.13,188.39,185.6,188.37,185.6,-0.28,1.0134,4.5,1120,38,7147.42,3537.42,49.49,210,0,Sunday,3,1,0,105.28,Amazon Marketplace
2025-03-23,PROD_HOME_003,PureBreeze HEPA Smart Air Purifier with Sensor,Home & Kitchen,Home Appliances,55.0,129.99,125.18,3.7,0,131.64,123.43,117.91,124.33,117.91,0.85,1.0617,4.6,1430,37,4631.66,2596.66,56.06,480,0,Sunday,3,1,0,105.28,Mobile App
2025-03-23,PROD_HOME_004,ErgoRest Memory Foam Ergonomic Pillow Pair,Home & Kitchen,Bedding,18.0,49.99,48.34,3.3,0,49.74,48.8,45.17,47.9,45.17,0.44,1.0702,4.4,890,37,1788.58,1122.58,62.76,720,0,Sunday,3,1,0,105.28,Direct Web Store
2025-03-23,PROD_BEAU_001,Radiance Renewal Peptide & Vitamin C Facial Serum,Health & Beauty,Skincare,8.5,29.99,28.88,3.7,0,31.49,30.22,30.52,30.74,30.22,-1.86,0.9557,4.8,2890,34,981.92,692.92,70.57,1100,0,Sunday,3,1,0,105.28,Mobile App
2025-03-23,PROD_BEAU_002,SonicShine Ultrasonic Electric Toothbrush Set,Health & Beauty,Oral Care,24.0,59.99,56.63,5.6,0,64.29,57.2,59.7,60.4,57.2,-3.77,0.99,4.6,1640,49,2774.87,1598.87,57.62,580,0,Sunday,3,1,0,105.28,Mobile App
2025-03-23,PROD_BEAU_003,VitalGlow Deep Moisturizing Hydration Complex,Health & Beauty,Skincare,11.0,34.99,32.26,7.8,0,35.56,35.61,32.53,34.57,32.53,-2.31,0.9917,4.5,1210,34,1096.84,722.84,65.9,870,0,Sunday,3,1,0,105.28,Mobile App
2025-03-23,PROD_SPRT_001,TrailBlazer Lightweight Aluminum Trekking Poles,Sports & Outdoors,Outdoor Gear,15.0,39.99,37.39,6.5,0,42.58,39.05,40.06,40.56,39.05,-3.17,0.9575,4.7,780,43,1607.77,962.77,59.88,420,0,Sunday,3,1,0,105.28,Direct Web Store
2025-03-23,PROD_SPRT_002,FlexCore Adjustable Dumbbell Set (5-52.5 lbs),Sports & Outdoors,Fitness,140.0,279.99,261.23,6.7,0,286.83,285.86,298.05,290.25,285.86,-29.02,0.9138,4.8,2340,44,11494.12,5334.12,46.41,160,0,Sunday,3,1,0,105.28,Mobile App
2025-03-23,PROD_SPRT_003,HydroShield 32oz Insulated Stainless Steel Bottle,Sports & Outdoors,Hydration,9.0,24.99,23.37,6.5,0,25.75,24.44,20.47,23.55,20.47,-0.18,1.1417,4.9,5600,32,747.84,459.84,61.49,1500,0,Sunday,3,1,0,105.28,Amazon Marketplace
2025-03-23,PROD_SPRT_004,AeroGlide High-Speed Folding Kick Scooter,Sports & Outdoors,Action Sports,42.0,89.99,84.68,5.9,0,85.47,88.95,88.44,87.62,85.47,-2.94,0.9908,4.4,430,30,2540.4,1280.4,50.4,290,0,Sunday,3,1,0,105.28,Amazon Marketplace
2025-03-24,PROD_ELEC_001,Aura Pro Wireless Noise-Cancelling Headphones,Electronics,Audio,110.0,199.99,194.79,2.6,0,200.88,192.51,204.86,199.42,192.51,-4.63,1.0118,4.6,1240,30,5843.7,2543.7,43.53,450,0,Monday,3,0,0,104.92,Mobile App
2025-03-24,PROD_ELEC_002,UltraView 27-inch 4K UHD Gaming Monitor,Electronics,Monitors,210.0,349.99,323.04,7.7,0,358.8,338.28,347.7,348.26,338.28,-25.22,0.9549,4.7,890,34,10983.36,3843.36,34.99,280,0,Monday,3,0,0,104.92,Direct Web Store
2025-03-24,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,148.79,0.8,0,152.01,147.86,142.73,147.53,142.73,1.26,1.0425,4.4,2150,28,4166.12,2066.12,49.59,600,0,Monday,3,0,0,104.92,Direct Web Store
2025-03-24,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,38.79,3.0,0,40.7,39.25,42.47,40.81,39.25,-2.02,0.9883,4.8,4320,24,930.96,594.96,63.91,1200,0,Monday,3,0,0,104.92,Mobile App
2025-03-24,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,45.99,8.0,0,47.73,47.95,49.23,48.3,47.73,-2.31,0.9635,4.5,3100,27,1241.73,647.73,52.16,850,0,Monday,3,0,0,104.92,Mobile App
2025-03-24,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,65.3,6.7,0,72.36,67.05,62.25,67.22,62.25,-1.92,1.049,4.3,640,28,1828.4,1044.4,57.12,520,0,Monday,3,0,0,104.92,Direct Web Store
2025-03-24,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,44.59,0.9,0,46.1,45.83,40.63,44.19,40.63,0.4,1.0975,4.7,1820,26,1159.34,743.34,64.12,940,0,Monday,3,0,0,104.92,Direct Web Store
2025-03-24,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,54.44,1.0,0,53.76,51.88,58.28,54.64,51.88,-0.2,1.0493,4.5,510,23,1252.12,746.12,59.59,410,0,Monday,3,0,0,104.92,Direct Web Store
2025-03-24,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,116.27,3.1,0,118.11,108.62,105.34,110.69,105.34,5.58,1.1038,4.6,980,21,2441.67,1433.67,58.72,310,0,Monday,3,0,0,104.92,Amazon Marketplace
2025-03-24,PROD_HOME_001,ChefMaster 8-in-1 Digital Air Fryer & Roaster 6Qt,Home & Kitchen,Kitchen Appliances,45.0,99.99,97.49,2.5,0,98.5,99.88,99.08,99.15,98.5,-1.66,0.9897,4.7,3450,30,2924.7,1574.7,53.84,390,0,Monday,3,0,0,104.92,Mobile App
2025-03-24,PROD_HOME_002,BaristaTouch 15-Bar Espresso & Cappuccino Machine,Home & Kitchen,Coffee Machines,95.0,189.99,177.83,6.4,0,178.62,186.74,179.9,181.75,178.62,-3.92,0.9956,4.5,1120,28,4979.24,2319.24,46.58,210,0,Monday,3,0,0,104.92,Direct Web Store
2025-03-24,PROD_HOME_003,PureBreeze HEPA Smart Air Purifier with Sensor,Home & Kitchen,Home Appliances,55.0,129.99,124.01,4.6,0,128.43,125.92,121.73,125.36,121.73,-1.35,1.0187,4.6,1430,25,3100.25,1725.25,55.65,480,0,Monday,3,0,0,104.92,Amazon Marketplace
2025-03-24,PROD_HOME_004,ErgoRest Memory Foam Ergonomic Pillow Pair,Home & Kitchen,Bedding,18.0,49.99,46.14,7.7,0,49.91,47.99,47.4,48.43,47.4,-2.29,0.9734,4.4,890,27,1245.78,759.78,60.99,720,0,Monday,3,0,0,104.92,Mobile App
2025-03-24,PROD_BEAU_001,Radiance Renewal Peptide & Vitamin C Facial Serum,Health & Beauty,Skincare,8.5,29.99,29.3,2.3,0,30.16,28.11,31.53,29.93,28.11,-0.63,1.0423,4.8,2890,23,673.9,478.4,70.99,1100,0,Monday,3,0,0,104.92,Mobile App
2025-03-24,PROD_BEAU_002,SonicShine Ultrasonic Electric Toothbrush Set,Health & Beauty,Oral Care,24.0,59.99,58.97,1.7,0,58.85,56.57,57.68,57.7,56.57,1.27,1.0424,4.6,1640,21,1238.37,734.37,59.3,580,0,Monday,3,0,0,104.92,Direct Web Store
2025-03-24,PROD_BEAU_003,VitalGlow Deep Moisturizing Hydration Complex,Health & Beauty,Skincare,11.0,34.99,32.72,6.5,0,35.2,33.03,34.43,34.22,33.03,-1.5,0.9906,4.5,1210,28,916.16,608.16,66.38,870,0,Monday,3,0,0,104.92,Mobile App
2025-03-24,PROD_SPRT_001,TrailBlazer Lightweight Aluminum Trekking Poles,Sports & Outdoors,Outdoor Gear,15.0,39.99,39.95,0.1,0,41.02,39.28,39.99,40.1,39.28,-0.15,1.0171,4.7,780,23,918.85,573.85,62.45,420,0,Monday,3,0,0,104.92,Amazon Marketplace
2025-03-24,PROD_SPRT_002,FlexCore Adjustable Dumbbell Set (5-52.5 lbs),Sports & Outdoors,Fitness,140.0,279.99,267.67,4.4,0,290.59,277.27,268.12,278.66,268.12,-10.99,0.9983,4.8,2340,21,5621.07,2681.07,47.7,160,0,Monday,3,0,0,104.92,Amazon Marketplace
2025-03-24,PROD_SPRT_003,HydroShield 32oz Insulated Stainless Steel Bottle,Sports & Outdoors,Hydration,9.0,24.99,23.99,4.0,0,25.14,22.89,23.1,23.71,22.89,0.28,1.0481,4.9,5600,34,815.66,509.66,62.48,1500,0,Monday,3,0,0,104.92,Amazon Marketplace
2025-03-24,PROD_SPRT_004,AeroGlide High-Speed Folding Kick Scooter,Sports & Outdoors,Action Sports,42.0,89.99,89.0,1.1,0,94.87,94.8,85.43,91.7,85.43,-2.7,1.0418,4.4,430,22,1958.0,1034.0,52.81,290,0,Monday,3,0,0,104.92,Direct Web Store
2025-03-25,PROD_ELEC_001,Aura Pro Wireless Noise-Cancelling Headphones,Electronics,Audio,110.0,199.99,188.99,5.5,0,203.66,214.46,203.65,207.26,203.65,-18.27,0.928,4.6,1240,35,6614.65,2764.65,41.8,450,0,Tuesday,3,0,0,105.49,Mobile App
2025-03-25,PROD_ELEC_002,UltraView 27-inch 4K UHD Gaming Monitor,Electronics,Monitors,210.0,349.99,327.59,6.4,0,349.22,364.28,325.78,346.43,325.78,-18.84,1.0056,4.7,890,24,7862.16,2822.16,35.9,280,0,Tuesday,3,0,0,105.49,Amazon Marketplace
2025-03-25,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,149.54,0.3,0,145.18,140.69,138.84,141.57,138.84,7.97,1.0771,4.4,2150,26,3888.04,1938.04,49.85,600,0,Tuesday,3,0,0,105.49,Direct Web Store
2025-03-25,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,38.43,3.9,0,38.26,41.72,37.24,39.07,37.24,-0.64,1.032,4.8,4320,28,1076.04,684.04,63.57,1200,0,Tuesday,3,0,0,105.49,Direct Web Store
2025-03-25,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,47.59,4.8,0,51.19,43.98,48.93,48.03,43.98,-0.44,1.0821,4.5,3100,31,1475.29,793.29,53.77,850,0,Tuesday,3,0,0,105.49,Amazon Marketplace
2025-03-25,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,68.31,2.4,0,71.78,67.86,70.01,69.88,67.86,-1.57,1.0066,4.3,640,25,1707.75,1007.75,59.01,520,0,Tuesday,3,0,0,105.49,Direct Web Store
2025-03-25,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,42.29,6.0,0,45.27,44.58,44.74,44.86,44.58,-2.57,0.9486,4.7,1820,24,1014.96,630.96,62.17,940,0,Tuesday,3,0,0,105.49,Direct Web Store
2025-03-25,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,53.95,1.9,0,56.15,57.16,53.78,55.7,53.78,-1.75,1.0032,4.5,510,35,1888.25,1118.25,59.22,410,0,Tuesday,3,0,0,105.49,Amazon Marketplace
2025-03-25,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,112.19,6.5,0,122.72,117.34,120.51,120.19,117.34,-8.0,0.9561,4.6,980,19,2131.61,1219.61,57.22,310,0,Tuesday,3,0,0,105.49,Mobile App
2025-03-25,PROD_HOME_001,ChefMaster 8-in-1 Digital Air Fryer & Roaster 6Qt,Home & Kitchen,Kitchen Appliances,45.0,99.99,92.39,7.6,0,105.41,95.34,101.33,100.69,95.34,-8.3,0.9691,4.7,3450,26,2402.14,1232.14,51.29,390,0,Tuesday,3,0,0,105.49,Mobile App
2025-03-25,PROD_HOME_002,BaristaTouch 15-Bar Espresso & Cappuccino Machine,Home & Kitchen,Coffee Machines,95.0,189.99,189.61,0.2,0,200.29,186.45,180.09,188.94,180.09,0.67,1.0529,4.5,1120,27,5119.47,2554.47,49.9,210,0,Tuesday,3,0,0,105.49,Direct Web Store
2025-03-25,PROD_HOME_003,PureBreeze HEPA Smart Air Purifier with Sensor,Home & Kitchen,Home Appliances,55.0,129.99,125.44,3.5,0,135.29,124.41,123.45,127.72,123.45,-2.28,1.0161,4.6,1430,26,3261.44,1831.44,56.15,480,0,Tuesday,3,0,0,105.49,Amazon Marketplace
2025-03-25,PROD_HOME_004,ErgoRest Memory Foam Ergonomic Pillow Pair,Home & Kitchen,Bedding,18.0,49.99,46.24,7.5,0,50.01,45.9,43.27,46.39,43.27,-0.15,1.0686,4.4,890,21,971.04,593.04,61.07,720,0,Tuesday,3,0,0,105.49,Mobile App
2025-03-25,PROD_BEAU_001,Radiance Renewal Peptide & Vitamin C Facial Serum,Health & Beauty,Skincare,8.5,29.99,28.46,5.1,0,31.09,27.39,27.82,28.77,27.39,-0.31,1.0391,4.8,2890,33,939.18,658.68,70.13,1100,0,Tuesday,3,0,0,105.49,Mobile App
2025-03-25,PROD_BEAU_002,SonicShine Ultrasonic Electric Toothbrush Set,Health & Beauty,Oral Care,24.0,59.99,55.37,7.7,0,57.4,59.81,53.68,56.96,53.68,-1.59,1.0315,4.6,1640,31,1716.47,972.47,56.66,580,0,Tuesday,3,0,0,105.49,Direct Web Store
2025-03-25,PROD_BEAU_003,VitalGlow Deep Moisturizing Hydration Complex,Health & Beauty,Skincare,11.0,34.99,33.94,3.0,0,32.98,33.87,36.77,34.54,32.98,-0.6,1.0291,4.5,1210,20,678.8,458.8,67.59,870,0,Tuesday,3,0,0,105.49,Mobile App
2025-03-25,PROD_SPRT_001,TrailBlazer Lightweight Aluminum Trekking Poles,Sports & Outdoors,Outdoor Gear,15.0,39.99,37.35,6.6,0,40.1,36.21,36.93,37.75,36.21,-0.4,1.0315,4.7,780,31,1157.85,692.85,59.84,420,0,Tuesday,3,0,0,105.49,Mobile App
2025-03-25,PROD_SPRT_002,FlexCore Adjustable Dumbbell Set (5-52.5 lbs),Sports & Outdoors,Fitness,140.0,279.99,264.03,5.7,0,301.44,284.62,263.03,283.03,263.03,-19.0,1.0038,4.8,2340,32,8448.96,3968.96,46.98,160,1,Tuesday,3,0,0,105.49,Mobile App
2025-03-25,PROD_SPRT_003,HydroShield 32oz Insulated Stainless Steel Bottle,Sports & Outdoors,Hydration,9.0,24.99,23.62,5.5,0,26.44,25.65,23.76,25.28,23.76,-1.66,0.9941,4.9,5600,40,944.8,584.8,61.9,1500,0,Tuesday,3,0,0,105.49,Direct Web Store
2025-03-25,PROD_SPRT_004,AeroGlide High-Speed Folding Kick Scooter,Sports & Outdoors,Action Sports,42.0,89.99,85.94,4.5,0,94.99,86.18,79.56,86.91,79.56,-0.97,1.0802,4.4,430,40,3437.6,1757.6,51.13,290,0,Tuesday,3,0,0,105.49,Amazon Marketplace
2025-03-26,PROD_ELEC_001,Aura Pro Wireless Noise-Cancelling Headphones,Electronics,Audio,110.0,199.99,189.39,5.3,0,216.56,188.77,190.27,198.53,188.77,-9.14,1.0033,4.6,1240,24,4545.36,1905.36,41.92,450,0,Wednesday,3,0,0,105.57,Amazon Marketplace
2025-03-26,PROD_ELEC_002,UltraView 27-inch 4K UHD Gaming Monitor,Electronics,Monitors,210.0,349.99,343.69,1.8,0,375.46,326.28,324.9,342.21,324.9,1.48,1.0578,4.7,890,28,9623.32,3743.32,38.9,280,0,Wednesday,3,0,0,105.57,Mobile App
2025-03-26,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,137.99,8.0,0,151.96,149.08,136.42,145.82,136.42,-7.83,1.0115,4.4,2150,31,4277.69,1952.69,45.65,600,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,38.87,2.8,0,40.28,41.54,34.97,38.93,34.97,-0.06,1.1115,4.8,4320,20,777.4,497.4,63.98,1200,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,49.24,1.5,0,52.09,49.39,49.2,50.23,49.2,-0.99,1.0008,4.5,3100,31,1526.44,844.44,55.32,850,0,Wednesday,3,0,0,105.57,Amazon Marketplace
2025-03-26,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,65.58,6.3,0,70.87,73.24,68.65,70.92,68.65,-5.34,0.9553,4.3,640,32,2098.56,1202.56,57.3,520,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,44.72,0.6,0,44.78,44.46,42.06,43.77,42.06,0.95,1.0632,4.7,1820,18,804.96,516.96,64.22,940,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,51.2,6.9,0,54.05,56.82,51.42,54.1,51.42,-2.9,0.9957,4.5,510,29,1484.8,846.8,57.03,410,0,Wednesday,3,0,0,105.57,Mobile App
2025-03-26,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,115.43,3.8,0,113.38,120.08,103.14,112.2,103.14,3.23,1.1192,4.6,980,30,3462.9,2022.9,58.42,310,0,Wednesday,3,0,0,105.57,Mobile App
2025-03-26,PROD_HOME_001,ChefMaster 8-in-1 Digital Air Fryer & Roaster 6Qt,Home & Kitchen,Kitchen Appliances,45.0,99.99,99.59,0.4,0,97.04,92.63,96.06,95.24,92.63,4.35,1.0751,4.7,3450,28,2788.52,1528.52,54.81,390,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_HOME_002,BaristaTouch 15-Bar Espresso & Cappuccino Machine,Home & Kitchen,Coffee Machines,95.0,189.99,189.42,0.3,0,197.8,196.58,192.24,195.54,192.24,-6.12,0.9853,4.5,1120,29,5493.18,2738.18,49.85,210,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_HOME_003,PureBreeze HEPA Smart Air Purifier with Sensor,Home & Kitchen,Home Appliances,55.0,129.99,128.17,1.4,0,125.0,129.73,131.41,128.71,125.0,-0.54,1.0254,4.6,1430,23,2947.91,1682.91,57.09,480,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_HOME_004,ErgoRest Memory Foam Ergonomic Pillow Pair,Home & Kitchen,Bedding,18.0,49.99,48.54,2.9,0,48.88,50.92,47.78,49.19,47.78,-0.65,1.0159,4.4,890,26,1262.04,794.04,62.92,720,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_BEAU_001,Radiance Renewal Peptide & Vitamin C Facial Serum,Health & Beauty,Skincare,8.5,29.99,28.19,6.0,0,29.91,28.54,29.23,29.23,28.54,-1.04,0.9877,4.8,2890,29,817.51,571.01,69.85,1100,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_BEAU_002,SonicShine Ultrasonic Electric Toothbrush Set,Health & Beauty,Oral Care,24.0,59.99,57.41,4.3,0,59.54,55.04,52.81,55.8,52.81,1.61,1.0871,4.6,1640,30,1722.3,1002.3,58.2,580,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_BEAU_003,VitalGlow Deep Moisturizing Hydration Complex,Health & Beauty,Skincare,11.0,34.99,33.38,4.6,0,33.69,34.76,34.24,34.23,33.69,-0.85,0.9908,4.5,1210,32,1068.16,716.16,67.05,870,0,Wednesday,3,0,0,105.57,Amazon Marketplace
2025-03-26,PROD_SPRT_001,TrailBlazer Lightweight Aluminum Trekking Poles,Sports & Outdoors,Outdoor Gear,15.0,39.99,38.75,3.1,0,39.68,40.09,38.0,39.26,38.0,-0.51,1.0197,4.7,780,36,1395.0,855.0,61.29,420,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_SPRT_002,FlexCore Adjustable Dumbbell Set (5-52.5 lbs),Sports & Outdoors,Fitness,140.0,279.99,268.23,4.2,0,287.0,274.29,282.46,281.25,274.29,-13.02,0.9779,4.8,2340,25,6705.75,3205.75,47.81,160,0,Wednesday,3,0,0,105.57,Amazon Marketplace
2025-03-26,PROD_SPRT_003,HydroShield 32oz Insulated Stainless Steel Bottle,Sports & Outdoors,Hydration,9.0,24.99,24.14,3.4,0,24.27,25.83,23.76,24.62,23.76,-0.48,1.016,4.9,5600,27,651.78,408.78,62.72,1500,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-26,PROD_SPRT_004,AeroGlide High-Speed Folding Kick Scooter,Sports & Outdoors,Action Sports,42.0,89.99,83.87,6.8,0,91.22,83.59,81.66,85.49,81.66,-1.62,1.0271,4.4,430,36,3019.32,1507.32,49.92,290,0,Wednesday,3,0,0,105.57,Direct Web Store
2025-03-27,PROD_ELEC_001,Aura Pro Wireless Noise-Cancelling Headphones,Electronics,Audio,110.0,199.99,186.59,6.7,0,206.62,180.11,191.91,192.88,180.11,-6.29,1.036,4.6,1240,24,4478.16,1838.16,41.05,450,0,Thursday,3,0,0,105.19,Direct Web Store
2025-03-27,PROD_ELEC_002,UltraView 27-inch 4K UHD Gaming Monitor,Electronics,Monitors,210.0,349.99,325.84,6.9,0,353.71,338.61,346.73,346.35,338.61,-20.51,0.9623,4.7,890,35,11404.4,4054.4,35.55,280,0,Thursday,3,0,0,105.19,Amazon Marketplace
2025-03-27,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,144.29,3.8,0,151.98,130.33,143.41,141.91,130.33,2.38,1.1071,4.4,2150,25,3607.25,1732.25,48.02,600,0,Thursday,3,0,0,105.19,Mobile App
2025-03-27,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,39.39,1.5,0,41.23,36.64,34.97,37.61,34.97,1.78,1.1264,4.8,4320,17,669.63,431.63,64.46,1200,0,Thursday,3,0,0,105.19,Amazon Marketplace
2025-03-27,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,46.69,6.6,0,55.25,45.59,52.94,51.26,45.59,-4.57,1.0241,4.5,3100,19,887.11,469.11,52.88,850,0,Thursday,3,0,0,105.19,Mobile App
2025-03-27,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,66.56,4.9,0,72.28,73.27,62.38,69.31,62.38,-2.75,1.067,4.3,640,31,2063.36,1195.36,57.93,520,0,Thursday,3,0,0,105.19,Direct Web Store
2025-03-27,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,42.2,6.2,0,44.52,46.57,44.58,45.22,44.52,-3.02,0.9479,4.7,1820,31,1308.2,812.2,62.09,940,0,Thursday,3,0,0,105.19,Amazon Marketplace
2025-03-27,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,54.17,1.5,0,56.03,54.77,52.32,54.37,52.32,-0.2,1.0354,4.5,510,34,1841.78,1093.78,59.39,410,0,Thursday,3,0,0,105.19,Direct Web Store
2025-03-27,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,112.43,6.3,0,125.26,123.26,118.28,122.27,118.28,-9.84,0.9505,4.6,980,24,2698.32,1546.32,57.31,310,0,Thursday,3,0,0,105.19,Amazon Marketplace
2025-03-27,PROD_HOME_001,ChefMaster 8-in-1 Digital Air Fryer & Roaster 6Qt,Home & Kitchen,Kitchen Appliances,45.0,99.99,97.39,2.6,0,98.79,102.21,104.53,101.84,98.79,-4.45,0.9858,4.7,3450,28,2726.92,1466.92,53.79,390,0,Thursday,3,0,0,105.19,Mobile App
2025-03-27,PROD_HOME_002,BaristaTouch 15-Bar Espresso & Cappuccino Machine,Home & Kitchen,Coffee Machines,95.0,189.99,183.91,3.2,0,177.14,177.84,173.01,176.0,173.01,7.91,1.063,4.5,1120,29,5333.39,2578.39,48.34,210,0,Thursday,3,0,0,105.19,Mobile App
2025-03-27,PROD_HOME_003,PureBreeze HEPA Smart Air Purifier with Sensor,Home & Kitchen,Home Appliances,55.0,129.99,123.49,5.0,0,120.73,126.28,128.4,125.14,120.73,-1.65,1.0229,4.6,1430,34,4198.66,2328.66,55.46,480,0,Thursday,3,0,0,105.19,Mobile App
